Volcano_Number,Volcano_Name,Primary_Volcano_Type,Latitude,Longitude,Elevation
266130,"Angoes, Batoe",Synonym of Batuangus,NULL,NULL,NULL
357123,"Angostura, La",Tuff ring of Huanquihue Group,NULL,NULL,NULL
383030,"Angostura, Montaña de la",Pyroclastic cone of Tenerife,NULL,NULL,NULL
221151,Angudi,Synonym of Yangudi,NULL,NULL,NULL
352006,Angureal,Stratovolcano of Cayambe,NULL,NULL,NULL
265090,"Angus, Batu",Crater of Banda Api,NULL,NULL,NULL
390100,Candlemas Island,Stratovolcano,-57.08,-26.67,550
341060,"Anillo, Cerro del",Pyroclastic cone of Michoacan-Guanajuato,NULL,NULL,NULL
353060,"Animas, Cerro de las","Cone of Azul, Cerro",NULL,NULL,NULL
254020,Anir,Synonym of Ambitle,NULL,NULL,NULL
263350,"Anjar, Gunung",Cone of Ijen,NULL,NULL,NULL
311230,Carlisle,Stratovolcano,52.894,-170.054,1620
242021,Annexation,Shield volcano of Macauley,NULL,NULL,NULL
264270,Anoengola,Synonym of Anunggola,NULL,NULL,NULL
357110,Anonimo,Synonym of Llaima,NULL,NULL,NULL
285020,Ansei,Crater of Hokkaido-Komagatake,NULL,NULL,NULL
354004,"Antaymarca, Volcán",Pyroclastic cone of Andahua-Orcopampa,NULL,NULL,NULL
343041,"Anteojos, Los",Dome of Coatepeque Caldera,NULL,NULL,NULL
264010,"Anti, Gunung",Cone of Batur,NULL,NULL,NULL
357153,Anticura Group,Pyroclastic cone of Antillanca Volcanic Complex,NULL,NULL,NULL
320811,Cayley Volcanic Field,Volcanic field,50.12,-123.28,2375
212030,Antimilos,Cone of Mílos,NULL,NULL,NULL
275060,"Cendres, Ile des",Submarine,10.158,109.014,-20
358025,"Antitruz, Cerro",Pyroclastic cone of Crater Basalt Volcanic Field,NULL,NULL,NULL
352030,Antizana,Synonym of Antisana,NULL,NULL,NULL
357080,Antoco,Synonym of Antuco,NULL,NULL,NULL
355180,Antofagasta de la Sierra,Synonym of Antofagasta Volcanic Field,NULL,NULL,NULL
250030,Central Bismarck Sea,Submarine,-3.03,147.78,-1300
360170,"Antoine, Lake",Crater of St. Catherine,NULL,NULL,NULL
357080,Antojo,Synonym of Antuco,NULL,NULL,NULL
234001,Antonelli,Cone of Amsterdam Island,NULL,NULL,NULL
290030,Antonia Peak,Synonym of Chachadake [Tiatia],NULL,NULL,NULL
290331,Antsiferova,Synonym of Shirinki,NULL,NULL,NULL
311200,Chagulak,Stratovolcano,52.577,-171.13,1142
264270,Anunggola,Crater of Sirung,NULL,NULL,NULL
311060,Anvil Peak,Cone of Semisopochnoi,NULL,NULL,NULL
257030,Aoba,Synonym of Ambae,NULL,NULL,NULL
283271,Aobuna,Stratovolcano of Towada,NULL,NULL,NULL
244010,A'ofa,Shield volcano of Ofu-Olosega,NULL,NULL,NULL
300460,Cherny,Stratovolcano,56.82,159.67,1778
284060,Aoga-shima,Synonym of Aogashima,NULL,NULL,NULL
283190,Aone Spa,Thermal of Zaozan [Zaosan],NULL,NULL,NULL
244040,Aopo,Synonym of Mauga Mu,NULL,NULL,NULL
342110,Apacagua,Synonym of Pacaya,NULL,NULL,NULL
355061,"Apacheta, Cerro","Dome of Azufre, Cerro del",NULL,NULL,NULL
300080,Apachinskaia Sopka,Synonym of Opala,NULL,NULL,NULL
300273,Cherpuk Group,Pyroclastic cone(s),55.55,157.47,1868
355091,"Apagado, El",Synonym of Escalante,NULL,NULL,NULL
300260,Apakhonchich,Fissure vent of Klyuchevskoy,NULL,NULL,NULL
343041,Apale,"Synonym of Afate, Cerro",NULL,NULL,NULL
251060,Apalong,Crater of Umboi,NULL,NULL,NULL
300080,Apalskaia Sopka,Synonym of Opala,NULL,NULL,NULL
312110,Chiginagak,Stratovolcano,57.135,-156.99,2221
343010,"Apaneca, Cerro de",Stratovolcano of Apaneca Range,NULL,NULL,NULL
342150,"Apantes, Cerro de","Pyroclastic cone of Santiago, Cerro",NULL,NULL,NULL
344020,"Apastepe, Loma",Pyroclastic cone of San Cristobal (Nicaragua),NULL,NULL,NULL
290260,Chirinkotan,Stratovolcano,48.98,153.48,724
343071,"Apastepeque, Cerro de",Dome of Apastepeque Field,NULL,NULL,NULL
343071,"Apastepeque, Laguna",Pit crater of Apastepeque Field,NULL,NULL,NULL
341040,Apaxtepec,Pyroclastic cone of Colima,NULL,NULL,NULL
265030,Api,Synonym of Gunungapi Wetar,NULL,NULL,NULL
267020,Api Siau,Synonym of Karangetang,NULL,NULL,NULL
315030,Churchill,Stratovolcano,61.38,-141.75,5005
271030,Apo Spring,Hot Spring of Apo,NULL,NULL,NULL
244030,Apolima,Tuff cone of Upolu,NULL,NULL,NULL
241101,Clark,Submarine,-36.446,177.839,-860
222070,Apoyo,Cone of Homa Mountain,NULL,NULL,NULL
306020,Ap-san,Shield volcano of Ch'uga-ryong,NULL,NULL,NULL
273082,Apsian,Cone of Natib,NULL,NULL,NULL
241061,Apuahoe,Synonym of Rolles Peak,NULL,NULL,NULL
331030,Cleft Segment,Submarine,44.83,-130.3,-2140
342150,"Aradas, Cerro las","Pyroclastic cone of Santiago, Cerro",NULL,NULL,NULL
383030,"Arafo, Volcan de","Synonym of Güímar, Volcán de",NULL,NULL,NULL
311240,Cleveland,Stratovolcano,52.825,-169.944,1730
214060,Aragatz,Synonym of Aragats,NULL,NULL,NULL
214060,Aragay,Synonym of Aragats,NULL,NULL,NULL
290050,Araisa,Synonym of Etorofu-Atosanupuri [Atosanupuri],NULL,NULL,NULL
290390,Araito,Synonym of Alaid,NULL,NULL,NULL
290390,Araito-Fuji,Synonym of Alaid,NULL,NULL,NULL
303010,Ara-Khangay Volcanic Field,Synonym of Taryatu-Chulutu,NULL,NULL,NULL
331020,CoAxial Segment,Submarine,46.52,-129.58,-2400
221220,Aranguadi,Tuff ring of Bishoftu Volcanic Field,NULL,NULL,NULL
331011,Cobb Segment,Submarine,46.88,-129.33,-2100
290300,Araumakutan,Synonym of Kharimkotan,NULL,NULL,NULL
283140,Ara-yama,Synonym of Nikko-Shiranesan,NULL,NULL,NULL
283010,Ara-yama,Cone of Izu-Tobu,NULL,NULL,NULL
234050,"Cochons, Ile aux",Stratovolcano,-46.1,50.23,775
283143,Arayu Hot Spring,Hot Spring of Takaharayama,NULL,NULL,NULL
223040,Arbre,Cone of Karisimbi,NULL,NULL,NULL
211010,Archiaverno,Tuff cone of Campi Flegrei,NULL,NULL,NULL
390050,Arctowsky,Cone of Seal Nunataks Group,NULL,NULL,NULL
353081,Arcturus Lake,Crater of Genovesa,NULL,NULL,NULL
263290,Ardjoeno,Synonym of Arjuno,NULL,NULL,NULL
255053,Coleman Seamount,Submarine,-8.841,157.16,-717
213010,Ardschich Dagh,Synonym of Erciyes Dagi,NULL,NULL,NULL
382100,"Areia, Pico Da",Dome of Furnas,NULL,NULL,NULL
383050,"Arena, Montaña de la",Cone - Crater of Fuerteventura,NULL,NULL,NULL
355190,"Condor, El",Stratovolcano,-26.632,-68.361,6373
345033,Arenal,Stratovolcano of Arenal,NULL,NULL,NULL
352021,Arenal I,Dome of Atacazo,NULL,NULL,NULL
352021,Arenal II,Dome of Atacazo,NULL,NULL,NULL
344100,"Arenal, Cerro",Pyroclastic cone of Masaya,NULL,NULL,NULL
357122,"Arenal, Volcán",Tuff ring of Lanin,NULL,NULL,NULL
355101,Cordon de Puntas Negras,Stratovolcano(es),-23.743,-67.534,5852
351020,Arenas,"Crater of Ruiz, Nevado del",NULL,NULL,NULL
341093,"Arenas, Cerro","Cone of Humeros, Los",NULL,NULL,NULL
383030,"Arenas, Montaña de Las","Synonym of Güímar, Volcán de",NULL,NULL,NULL
354010,"Arequipa, Volcan de","Synonym of Misti, El",NULL,NULL,NULL
231160,"'Ares, Djebel el-","Synonym of Urais, Jabal",NULL,NULL,NULL
268060,Arfat,Synonym of Gamalama,NULL,NULL,NULL
213010,Argaeus Mons,Synonym of Erciyes Dagi,NULL,NULL,NULL
213010,Argaios,Synonym of Erciyes Dagi,NULL,NULL,NULL
263330,Argapura,Stratovolcano of Iyang-Argapura,NULL,NULL,NULL
342140,"Argelia, Cerro de",Cone of Flores,NULL,NULL,NULL
263330,Argopeoro,Synonym of Argapura,NULL,NULL,NULL
320110,Crow Lagoon,Pyroclastic cone,54.7,-130.23,335
211004,Ariccia,Maar of Colli Albani,NULL,NULL,NULL
251011,Aris Island,Synonym of Boisa,NULL,NULL,NULL
263290,Arjuno,Stratovolcano of Arjuno-Welirang,NULL,NULL,NULL
243102,Curacoa,Submarine,-15.62,-173.67,-33
212030,Arkathio,Dome of Mílos,NULL,NULL,NULL
320060,Armadillo Peak,Stratovolcano of Edziza,NULL,NULL,NULL
345070,"Armado, El",Cone of Turrialba,NULL,NULL,NULL
344111,"Armado, Isla el",Tuff ring of Zapatera,NULL,NULL,NULL
214070,Armaghan Lerr,Cone of Ghegham Volcanic Ridge,NULL,NULL,NULL
384010,"Armarelo, Monte",Cone of Fogo,NULL,NULL,NULL
373050,Arnardalsoldugjoska Yngri,Crater Row of Kverkfjoll,NULL,NULL,NULL
371020,Arnarsetur,Crater Row of Reykjanes,NULL,NULL,NULL
221100,Arooma,Crater of Dubbi,NULL,NULL,NULL
251050,Arop,Synonym of Long Island,NULL,NULL,NULL
306030,Arpong,Cone of Ulreung,NULL,NULL,NULL
383050,"Arrabales, Caldera de los",Caldera of Fuerteventura,NULL,NULL,NULL
357070,"Arrau, Volcán","Dome of Chillan, Nevados de",NULL,NULL,NULL
357153,Arrayanes,Cone of Antillanca Volcanic Complex,NULL,NULL,NULL
341004,Arroyo San José,Synonym of Jaraguay Volcanic Field,NULL,NULL,NULL
211030,Arso,Cone of Ischia,NULL,NULL,NULL
211060,"Arso, Monte",Pyroclastic cone of Etna,NULL,NULL,NULL
221080,Artali,Synonym of Erta Ale,NULL,NULL,NULL
211004,Artemisio,Synonym of Colli Albani,NULL,NULL,NULL
211004,Artemisio-Tuscolana,Synonym of Tuscolana-Artemisio,NULL,NULL,NULL
222040,Aruba Rock,Tuff cone of Namarunu,NULL,NULL,NULL
383040,"Arucas, Montaña de",Cone - Crater of Gran Canaria,NULL,NULL,NULL
268060,Arufat,Synonym of Gamalama,NULL,NULL,NULL
221150,Arufta,Stratovolcano of Gabillema,NULL,NULL,NULL
383040,"Aruicas, Montaña",Cone of Gran Canaria,NULL,NULL,NULL
263210,"Arum, Gunung",Cone - Crater of Sundoro,NULL,NULL,NULL
221330,Arusi,Cone of Mega Basalt Field,NULL,NULL,NULL
242010,Curtis Island,Submarine,-30.543,-178.556,47
231110,as Sumth,Synonym of Et-Tadawin,NULL,NULL,NULL
284137,Daikoku,Submarine,21.324,144.194,-323
300060,Asacha,Synonym of Mutnovsky,NULL,NULL,NULL
300070,Asacha,Synonym of Gorely,NULL,NULL,NULL
283150,Asahi-dake,Stratovolcano of Nasudake,NULL,NULL,NULL
285060,Asahi-dake,Stratovolcano of Taisetsuzan,NULL,NULL,NULL
283290,Asahinadake,Dome of Osorezan,NULL,NULL,NULL
283290,Asahina-dake,Synonym of Asahinadake,NULL,NULL,NULL
283030,Asakizuka,Cone of Fujisan,NULL,NULL,NULL
261280,"Asam, Wai",Thermal of Hulubelu,NULL,NULL,NULL
283110,Asama,Synonym of Asamayama,NULL,NULL,NULL
312050,Dana,Stratovolcano,55.641,-161.214,1354
371050,Asar,Shield volcano of Hengill,NULL,NULL,NULL
282060,Asase,Cone of Kikai,NULL,NULL,NULL
221104,Asavio,Synonym of Asavyo,NULL,NULL,NULL
311040,Davidof,Stratovolcano,51.97,178.33,328
327040,Asay Knoll,Cone of Markagunt Plateau,NULL,NULL,NULL
221150,Asboru,Stratovolcano of Gabillema,NULL,NULL,NULL
390030,Deception Island,Caldera,-63.001,-60.652,602
221103,Asdaga,Synonym of Sork Ale,NULL,NULL,NULL
222130,"Aseba, Ol Doinyo",Cone of Chyulu Hills,NULL,NULL,NULL
222160,Ash Cone,Cone of Meru,NULL,NULL,NULL
241020,Ash Hill,Tuff cone of Auckland Volcanic Field,NULL,NULL,NULL
320031,Ash Mountain,Tuya of Tuya Volcanic Field,NULL,NULL,NULL
320070,"Ash Pit, the",Cone of Spectrum Range,NULL,NULL,NULL
390090,Ashen Hills,Cone of Saunders,NULL,NULL,NULL
331021,Ashes Vent Field,Thermal of Axial Seamount,NULL,NULL,NULL
304030,Ashi Shan,Pyroclastic cone of Kunlun Volcanic Group,NULL,NULL,NULL
214060,Ashtarak,Pyroclastic cone of Aragats,NULL,NULL,NULL
231020,"Asi, Hala-'l-","Tuff cone of Uwayrid, Harrat",NULL,NULL,NULL
244040,"Asi, Mount",Cone of Savai'i,NULL,NULL,NULL
273083,Asin,Thermal of Pinatubo,NULL,NULL,NULL
273082,Asin Hot Spring,Hot Spring of Natib,NULL,NULL,NULL
232010,Ask,Thermal of Damavand,NULL,NULL,NULL
373030,Askahraun,Fissure vent of Bardarbunga,NULL,NULL,NULL
274030,Askedna Hot Spring,Hot Spring of Babuyan Claro,NULL,NULL,NULL
312210,Denison,Stratovolcano,58.418,-154.449,2287
231071,"Aslaj, Jabal","Pyroclastic cone of Kishb, Harrat",NULL,NULL,NULL
221141,Asmara,Pyroclastic cone of Dama Ali,NULL,NULL,NULL
282110,Aso,Caldera of Asosan,NULL,NULL,NULL
282110,Aso,Synonym of Asosan,NULL,NULL,NULL
283270,Asobenomori,Synonym of Iwakisan,NULL,NULL,NULL
273041,Asog,Synonym of Iriga,NULL,NULL,NULL
383020,"Asomada, Montaña de",Pyroclastic cone of Hierro,NULL,NULL,NULL
383020,"Asomadas Negras, Montaña",Pyroclastic cone of Hierro,NULL,NULL,NULL
274020,Didicas,Compound,19.077,122.202,228
344080,"Asososca, Cerro","Stratovolcano of Pilas, Las",NULL,NULL,NULL
344080,"Asososca, Laguna de","Maar of Pilas, Las",NULL,NULL,NULL
344092,"Asososca, Laguna de",Maar of Nejapa-Miraflores,NULL,NULL,NULL
282110,Aso-Uchinomaki,Thermal of Asosan,NULL,NULL,NULL
355094,"Aspero, Cerro",Dome of Purico Complex,NULL,NULL,NULL
212040,Aspronisi,Tuff ring of Santorini,NULL,NULL,NULL
382070,Don Joao de Castro Bank,Submarine,38.23,-26.63,-13
221160,Assalo,Synonym of Ayelu,NULL,NULL,NULL
290380,Assirmatsky,Synonym of Ebeko,NULL,NULL,NULL
284150,Assongsong,Synonym of Asuncion,NULL,NULL,NULL
342200,"Astillero, Cerrito el",Lava cone of Chiquimula Volcanic Field,NULL,NULL,NULL
343020,"Astillero, Cerro el",Pyroclastic cone of Santa Ana,NULL,NULL,NULL
341060,"Astillero, Cerro el",Pyroclastic cone of Michoacan-Guanajuato,NULL,NULL,NULL
210030,"Astrol, Puig",Cone of Olot Volcanic Field,NULL,NULL,NULL
211010,Astroni,Tuff ring of Campi Flegrei,NULL,NULL,NULL
312270,Douglas,Stratovolcano,58.855,-153.542,2140
342160,"Asunción, La",Cone of Suchitán,NULL,NULL,NULL
257100,Asur,Synonym of Yasur,NULL,NULL,NULL
284095,Doyo Seamount,Submarine,27.68,140.8,-590
282070,Ata,Pleistocene caldera of Ata,NULL,NULL,NULL
355092,"Atacama, Volcan de",Synonym of Licancabur,NULL,NULL,NULL
355120,"Atacama, Volcán de",Synonym of Lastarria,NULL,NULL,NULL
221100,Dubbi,Stratovolcano,13.579,41.809,1625
283010,Atagawa-kaikyu,Submarine cone of Izu-Tobu,NULL,NULL,NULL
243111,Dugong,Submarine,-15.431,-175.725,-1170
383030,"Atalaya, La",Cone of Tenerife,NULL,NULL,NULL
284020,Atchi-yama,Synonym of Achi-yama,NULL,NULL,NULL
341092,"Atexcac, Laguna",Maar of Serdán-Oriental,NULL,NULL,NULL
241061,Atiamuri,Thermal of Maroa,NULL,NULL,NULL
273060,"Atimbia, Mount",Cone of San Pablo Volcanic Field,NULL,NULL,NULL
315050,Duncan Canal,Volcanic field,56.5,-133.1,15
300110,Dzenzursky,Compound,53.637,158.922,2285
311160,Atka,Caldera of Atka,NULL,NULL,NULL
302060,Atkinson,Pyroclastic cone of Jom-Bolok,NULL,NULL,NULL
341080,"Atlacorra, Volcán",Pyroclastic cone of Chichinautzin,NULL,NULL,NULL
390013,"Atlas, Mount","Synonym of Pleiones, Mount",NULL,NULL,NULL
300260,Atlasov,Fissure vent of Klyuchevskoy,NULL,NULL,NULL
300650,Atlasov,Synonym of Nylgimelkin,NULL,NULL,NULL
300650,Atlasova,Synonym of Nylgimelkin,NULL,NULL,NULL
331060,East Blanco Depression,Submarine,44.267,-129.879,-3000
284201,East Diamante,Submarine,15.93,145.67,-127
290050,Atosa,Synonym of Etorofu-Atosanupuri [Atosanupuri],NULL,NULL,NULL
290050,Atosanobori,Synonym of Etorofu-Atosanupuri [Atosanupuri],NULL,NULL,NULL
290050,Atosanupuri,Synonym of Etorofu-Atosanupuri [Atosanupuri],NULL,NULL,NULL
285080,Atosanupuri,Caldera of Kussharo,NULL,NULL,NULL
285080,Atosanupuri,Dome of Kussharo,NULL,NULL,NULL
231170,At-Tabâb,"Tuff cone of Bal Haf, Harra of",NULL,NULL,NULL
211071,"Attalora, Cuddia",Cone of Pantelleria,NULL,NULL,NULL
214070,Attis,Dome of Ghegham Volcanic Ridge,NULL,NULL,NULL
284020,Atti-yama,Synonym of Achi-yama,NULL,NULL,NULL
357023,Atuel,"Caldera of Atuel, Caldera del",NULL,NULL,NULL
377020,East Gakkel Ridge at 85°E,Submarine,85.608,85.25,-3800
257001,Atug,Cone of Motlav,NULL,NULL,NULL
253060,Atunapara,Thermal of Dawson Strait Group,NULL,NULL,NULL
320200,Atwell Peak,Dome of Garibaldi,NULL,NULL,NULL
258001,Eastern Gemini Seamount,Submarine,-20.98,170.28,-80
210010,Aueler,Maar of West Eifel Volcanic Field,NULL,NULL,NULL
315040,Edgecumbe,Stratovolcano(es),57.05,-135.75,970
244020,Aunuu Island,Tuff cone of Tutuila,NULL,NULL,NULL
320060,Edziza,Stratovolcano,57.72,-130.63,2786
343050,"Aurora, Crater La",Tuff cone of San Salvador,NULL,NULL,NULL
241080,Auruhoe,Synonym of Ngauruhoe,NULL,NULL,NULL
372070,Austurhraun,Fissure vent of Hekla,NULL,NULL,NULL
210020,"Auvergne, Monts d'",Synonym of Chaine des Puys,NULL,NULL,NULL
300100,Avacha,Synonym of Avachinsky,NULL,NULL,NULL
300100,Avachi,Cone of Avachinsky,NULL,NULL,NULL
300100,"Avachinskaia, Sopka",Synonym of Avachinsky,NULL,NULL,NULL
290270,Ekarma,Stratovolcano,48.958,153.93,1170
214070,Avazan,Dome of Ghegham Volcanic Ridge,NULL,NULL,NULL
376010,Avdalsmoya,Dome of Jan Mayen,NULL,NULL,NULL
211010,Averno,Tuff ring of Campi Flegrei,NULL,NULL,NULL
376010,Avlhaugene,Tuff ring of Jan Mayen,NULL,NULL,NULL
241050,Awaatua Bay,Crater of Okataina,NULL,NULL,NULL
221290,Awasa,Pleistocene caldera of Corbetti Caldera,NULL,NULL,NULL
300100,Awatscha,Synonym of Avachinsky,NULL,NULL,NULL
300100,Awatschinskij,Synonym of Avachinsky,NULL,NULL,NULL
231020,"'Awayridh, Harrat el-","Synonym of Uwayrid, Harrat",NULL,NULL,NULL
263040,Awibengkok,Thermal of Perbakti-Gagak,NULL,NULL,NULL
267040,Awoe,Synonym of Awu,NULL,NULL,NULL
267020,Awoeh,Synonym of Karangetang,NULL,NULL,NULL
371022,Eldey,Submarine,63.733,-23,70
331021,Axial Gardens Vent Field,Thermal of Axial Seamount,NULL,NULL,NULL
300590,Elovsky,Shield(s),57.55,160.53,1381
372070,Axlargigur,Fissure vent of Hekla,NULL,NULL,NULL
344080,Axusco,"Synonym of Asososca, Laguna de",NULL,NULL,NULL
311310,Ayagsh,Synonym of Makushin,NULL,NULL,NULL
263130,Ayakan,Crater of Guntur,NULL,NULL,NULL
213004,Ayaktas Tepe,Cone of Acigöl-Nevsehir,NULL,NULL,NULL
221160,Ayalu,Synonym of Ayelu,NULL,NULL,NULL
221160,Ay-alu,Synonym of Ayelu,NULL,NULL,NULL
341080,"Ayaqueme, Cerro",Cone of Chichinautzin,NULL,NULL,NULL
343020,Ayeco,Synonym of Malacara,NULL,NULL,NULL
312020,Emmons Lake,Caldera,55.341,-162.073,1436
358080,Aymond,Pyroclastic cone of Pali-Aike Volcanic Field,NULL,NULL,NULL
221170,Ayyalu,Synonym of Adwa,NULL,NULL,NULL
351061,"Azafatudo, Cerro",Synonym of Sotara,NULL,NULL,NULL
331010,Endeavour Segment,Submarine,47.95,-129.1,-2050
382100,"Azeitona, Pico da",Cone of Furnas,NULL,NULL,NULL
214070,Azhdahak,Cone of Ghegham Volcanic Ridge,NULL,NULL,NULL
383030,"Azucar, Piton de","Synonym of Teide, Pico del",NULL,NULL,NULL
345034,Azufrado,Stratovolcano of Platanar,NULL,NULL,NULL
342040,"Azufrados, Baños",Thermal of Almolonga,NULL,NULL,NULL
342120,Azufral,Thermal of Tecuamburro,NULL,NULL,NULL
390020,Erebus,Stratovolcano,-77.53,167.17,3794
351090,Azufral De Tuquerres,Synonym of Azufral,NULL,NULL,NULL
357150,"Azufral, El",Crater of Puyehue-Cordon Caulle,NULL,NULL,NULL
345020,Azufrales,Thermal of Rincon de la Vieja,NULL,NULL,NULL
357040,Azufre,Caldera of Planchon-Peteroa,NULL,NULL,NULL
357040,"Azufre, Baños",Thermal of Planchon-Peteroa,NULL,NULL,NULL
355120,"Azufre, Cerro de",Synonym of Lastarria,NULL,NULL,NULL
331040,Escanaba Segment,Submarine,40.98,-127.5,-1700
272030,"Azufre, Mount",Thermal of Mandalagan,NULL,NULL,NULL
353050,"Azufre, Volcán de","Thermal of Negra, Sierra",NULL,NULL,NULL
357030,"Azufreas, Volcán",Stratovolcano of Tinguiririca,NULL,NULL,NULL
357040,Azufre-Plachón-Peteroa,Synonym of Planchon-Peteroa,NULL,NULL,NULL
355101,"Azufrera Aguas Calientes, Cerro",Cone of Cordón de Puntas Negras,NULL,NULL,NULL
355101,"Azufrera Perro Muerto, Cerro",Cone of Cordón de Puntas Negras,NULL,NULL,NULL
355101,"Azufrera Yacimiento, Cerro",Cone of Cordón de Puntas Negras,NULL,NULL,NULL
355101,Azufreras Tuyajto,Cone of Cordón de Puntas Negras,NULL,NULL,NULL
357150,"Azufreres, Las","Synonym of Azufres, Los",NULL,NULL,NULL
357150,"Azufres, Los",Thermal of Puyehue-Cordon Caulle,NULL,NULL,NULL
374020,Esjufjoll,Stratovolcano,64.25,-16.583,1620
284210,Esmeralda Bank,Submarine,15,145.25,-43
353120,"Azul, Cerro",Cone of San Cristobal (Ecuador),NULL,NULL,NULL
341061,"Azul, Cerro",Dome of Zitácuaro-Valle de Bravo,NULL,NULL,NULL
283180,Azuma,Synonym of Azumayama,NULL,NULL,NULL
283180,Azuma-Kofuji,Cone of Azumayama,NULL,NULL,NULL
283180,Azuma-Kohuzi,Synonym of Azuma-Kofuji,NULL,NULL,NULL
234030,"Est, Ile de l'",Stratovolcano,-46.43,52.2,1090
283030,Azuma-yama,Synonym of Fujisan,NULL,NULL,NULL
282100,Azuma-yama,Dome of Unzendake,NULL,NULL,NULL
231072,"Ba, Jabal","Synonym of Ba'a, Jabal",NULL,NULL,NULL
231072,"Ba'a, Jabal","Cone of Birk, Harrat al",NULL,NULL,NULL
210010,Baarley,Pyroclastic cone of West Eifel Volcanic Field,NULL,NULL,NULL
254020,Babase,Stratovolcano of Ambitle,NULL,NULL,NULL
259010,Babbingtons Hill,Dome of Newer Volcanics Province,NULL,NULL,NULL
343150,"Babilonia, Cerro","Stratovolcano of Yojoa, Lake",NULL,NULL,NULL
300084,Babiy Kamen,Dome of Barkhatnaya Sopka,NULL,NULL,NULL
284140,Farallon de Pajaros,Stratovolcano,20.546,144.893,337
274030,Babuyan Claro,Stratovolcano of Babuyan Claro,NULL,NULL,NULL
274030,"Babuyan, Mount",Synonym of Smith Volcano,NULL,NULL,NULL
311350,Fisher,Stratovolcano,54.65,-164.43,1112
322090,Bachelor Butte,Synonym of Bachelor,NULL,NULL,NULL
306040,Backlockdam,Crater of Halla,NULL,NULL,NULL
211010,Bacoli,Crater of Campi Flegrei,NULL,NULL,NULL
273020,Bacon-Manito Complex,Synonym of Pocdol Mountains,NULL,NULL,NULL
263280,Badak,Crater of Kelut,NULL,NULL,NULL
263090,"Badak, Kawah",Crater of Tangkuban Parahu,NULL,NULL,NULL
221126,Baddi Koma,Tuff cone of Ardoukoba,NULL,NULL,NULL
323020,Badger Peak,Cone of Medicine Lake,NULL,NULL,NULL
341001,Badillo Crater,Maar of Pinacate,NULL,NULL,NULL
233010,Badjini,Cone of Karthala,NULL,NULL,NULL
222071,Badlands,Synonym of Elmenteita Badlands,NULL,NULL,NULL
371020,Badsvallagigir,Crater Row of Reykjanes,NULL,NULL,NULL
305060,Baegdu,Synonym of Changbaishan,NULL,NULL,NULL
305060,Baegdu-san,Synonym of Changbaishan,NULL,NULL,NULL
372070,Baejarhraun,Fissure vent of Hekla,NULL,NULL,NULL
305060,Baekdoosan,Synonym of Changbaishan,NULL,NULL,NULL
305060,Baektu,Synonym of Changbaishan,NULL,NULL,NULL
303020,Baga Togo Uul,Pyroclastic cone of Khanuy Gol,NULL,NULL,NULL
253060,Bagagaure,Thermal of Dawson Strait Group,NULL,NULL,NULL
284220,Forecast Seamount,Submarine,13.4,143.92,-1456
251030,Bagiai,Cone of Karkar,NULL,NULL,NULL
223004,Bagusa,Crater of Bunyaruguru,NULL,NULL,NULL
211010,Baia,Tuff ring of Campi Flegrei,NULL,NULL,NULL
211050,Baia di Levante,Thermal of Vulcano,NULL,NULL,NULL
232010,Baidjan,Thermal of Damavand,NULL,NULL,NULL
305060,Baitoushan,Synonym of Changbaishan,NULL,NULL,NULL
225060,Baiyuda Volcanic Field,Synonym of Bayuda Volcanic Field,NULL,NULL,NULL
264080,Bajawa,Thermal of Inierie,NULL,NULL,NULL
263290,Bakal,Cone - Crater of Arjuno-Welirang,NULL,NULL,NULL
300123,Bakang,Synonym of Bakening,NULL,NULL,NULL
300123,Bakangin,Synonym of Bakening,NULL,NULL,NULL
300123,Bakenin,Synonym of Bakening,NULL,NULL,NULL
312260,Fourpeaked,Stratovolcano,58.77,-153.672,2105
373070,Fremrinamar,Stratovolcano,65.416,-16.666,970
321010,Baker Hot Springs,Hot Spring of Baker,NULL,NULL,NULL
390015,Baker Rocks,Pyroclastic cone of Melbourne,NULL,NULL,NULL
273050,Bakia Warm Springs,Hot Spring of Banahaw,NULL,NULL,NULL
300123,Bakkenin,Synonym of Bakening,NULL,NULL,NULL
312010,Frosty,Stratovolcano(es),55.067,-162.835,1728
261260,Balak,Caldera of Sekincau Belirang,NULL,NULL,NULL
273070,Balantok,Cone of Taal,NULL,NULL,NULL
343050,"Balastrera, El Cerrito","Synonym of Cerrito, Cerro el",NULL,NULL,NULL
284133,Fukujin,Submarine,21.93,143.47,-217
322160,Bald Crater,Pyroclastic cone of Crater Lake,NULL,NULL,NULL
224030,Baleng,Maar of Oku Volcanic Field,NULL,NULL,NULL
264020,"Bali, Peak of",Synonym of Agung,NULL,NULL,NULL
264220,Balile,Cone of Iliboleng,NULL,NULL,NULL
376010,Baljane,Cone - Fissure of Jan Mayen,NULL,NULL,NULL
353050,"Ballena, Cerro","Tuff cone of Negra, Sierra",NULL,NULL,NULL
233020,"Balmann, Piton de","Pyroclastic cone of Fournaise, Piton de la",NULL,NULL,NULL
210020,"Balmet, Puy",Cone of Chaine des Puys,NULL,NULL,NULL
273081,Balong Anito,Thermal of Mariveles,NULL,NULL,NULL
334070,Galapagos Rift,Submarine,0.792,-86.15,-2430
300210,Gamchen,Complex,54.974,160.703,2539
273010,Balusan,Synonym of Bulusan,NULL,NULL,NULL
